id,name,pop2018,fips
0500000US39093,"Lorain County, Ohio",309461,39093
0500000US39095,"Lucas County, Ohio",429899,39095
0500000US39099,"Mahoning County, Ohio",229642,39099
0500000US39101,"Marion County, Ohio",65256,39101
0500000US39103,"Medina County, Ohio",179146,39103
0500000US39109,"Miami County, Ohio",106222,39109
0500000US39113,"Montgomery County, Ohio",532331,39113
0500000US39119,"Muskingum County, Ohio",86183,39119
0500000US39133,"Portage County, Ohio",162927,39133
0500000US39139,"Richland County, Ohio",121099,39139
0500000US39141,"Ross County, Ohio",76931,39141
0500000US39145,"Scioto County, Ohio",75502,39145
0500000US39151,"Stark County, Ohio",371574,39151
0500000US39153,"Summit County, Ohio",541918,39153
0500000US39155,"Trumbull County, Ohio",198627,39155
0500000US39157,"Tuscarawas County, Ohio",92176,39157
0500000US39165,"Warren County, Ohio",232173,39165
0500000US39169,"Wayne County, Ohio",115967,39169
0500000US39173,"Wood County, Ohio",130696,39173
0500000US40017,"Canadian County, Oklahoma",144447,40017
0500000US40027,"Cleveland County, Oklahoma",281669,40027
0500000US40031,"Comanche County, Oklahoma",120422,40031
0500000US40037,"Creek County, Oklahoma",71604,40037
0500000US40101,"Muskogee County, Oklahoma",68362,40101
0500000US40109,"Oklahoma County, Oklahoma",792582,40109
0500000US40119,"Payne County, Oklahoma",82040,40119
0500000US40125,"Pottawatomie County, Oklahoma",72679,40125
0500000US40131,"Rogers County, Oklahoma",91984,40131
0500000US40143,"Tulsa County, Oklahoma",648360,40143
0500000US40145,"Wagoner County, Oklahoma",80110,40145
0500000US41003,"Benton County, Oregon",92101,41003
0500000US41005,"Clackamas County, Oregon",416075,41005
0500000US41017,"Deschutes County, Oregon",191996,41017
0500000US41019,"Douglas County, Oregon",110283,41019
0500000US41029,"Jackson County, Oregon",219564,41029
0500000US41033,"Josephine County, Oregon",87393,41033
0500000US41035,"Klamath County, Oregon",67653,41035
0500000US41039,"Lane County, Oregon",379611,41039
0500000US41043,"Linn County, Oregon",127335,41043
0500000US41047,"Marion County, Oregon",346868,41047
0500000US41051,"Multnomah County, Oregon",811880,41051
0500000US41053,"Polk County, Oregon",85234,41053
0500000US41059,"Umatilla County, Oregon",77516,41059
0500000US41067,"Washington County, Oregon",597695,41067
0500000US41071,"Yamhill County, Oregon",107002,41071
0500000US42001,"Adams County, Pennsylvania",102811,42001
0500000US42003,"Allegheny County, Pennsylvania",1218452,42003
0500000US42005,"Armstrong County, Pennsylvania",65263,42005
0500000US42007,"Beaver County, Pennsylvania",164742,42007
0500000US42011,"Berks County, Pennsylvania",420152,42011
0500000US42013,"Blair County, Pennsylvania",122492,42013
0500000US42017,"Bucks County, Pennsylvania",628195,42017
0500000US42019,"Butler County, Pennsylvania",187888,42019
0500000US42021,"Cambria County, Pennsylvania",131730,42021
0500000US42025,"Carbon County, Pennsylvania",64227,42025
0500000US42027,"Centre County, Pennsylvania",162805,42027
0500000US42029,"Chester County, Pennsylvania",522046,42029
0500000US42033,"Clearfield County, Pennsylvania",79388,42033
0500000US42037,"Columbia County, Pennsylvania",65456,42037
0500000US42039,"Crawford County, Pennsylvania",85063,42039
0500000US42041,"Cumberland County, Pennsylvania",251423,42041
0500000US42043,"Dauphin County, Pennsylvania",277097,42043
0500000US42045,"Delaware County, Pennsylvania",564751,42045
0500000US42049,"Erie County, Pennsylvania",272061,42049
0500000US42051,"Fayette County, Pennsylvania",130441,42051
0500000US42055,"Franklin County, Pennsylvania",154835,42055
0500000US42063,"Indiana County, Pennsylvania",84501,42063
0500000US42069,"Lackawanna County, Pennsylvania",210793,42069
0500000US42071,"Lancaster County, Pennsylvania",543557,42071
0500000US42073,"Lawrence County, Pennsylvania",86184,42073
0500000US42075,"Lebanon County, Pennsylvania",141314,42075
0500000US42077,"Lehigh County, Pennsylvania",368100,42077
0500000US42079,"Luzerne County, Pennsylvania",317646,42079
0500000US42081,"Lycoming County, Pennsylvania",113664,42081
0500000US42085,"Mercer County, Pennsylvania",110683,42085
0500000US42089,"Monroe County, Pennsylvania",169507,42089
0500000US42091,"Montgomery County, Pennsylvania",828604,42091
0500000US42095,"Northampton County, Pennsylvania",304807,42095
0500000US42097,"Northumberland County, Pennsylvania",91083,42097
0500000US42101,"Philadelphia County, Pennsylvania",1584138,42101
0500000US42107,"Schuylkill County, Pennsylvania",142067,42107
0500000US42111,"Somerset County, Pennsylvania",73952,42111
0500000US42125,"Washington County, Pennsylvania",207346,42125
0500000US42129,"Westmoreland County, Pennsylvania",350611,42129
0500000US42133,"York County, Pennsylvania",448273,42133
0500000US44003,"Kent County, Rhode Island",163861,44003
0500000US44005,"Newport County, Rhode Island",82542,44005
0500000US44007,"Providence County, Rhode Island",636084,44007
0500000US44009,"Washington County, Rhode Island",126179,44009
0500000US45003,"Aiken County, South Carolina",169401,45003
0500000US45007,"Anderson County, South Carolina",200482,45007
0500000US45013,"Beaufort County, South Carolina",188715,45013
0500000US45015,"Berkeley County, South Carolina",221091,45015
0500000US45019,"Charleston County, South Carolina",405905,45019
0500000US45031,"Darlington County, South Carolina",66802,45031
0500000US45035,"Dorchester County, South Carolina",160647,45035
0500000US45041,"Florence County, South Carolina",138159,45041
0500000US45045,"Greenville County, South Carolina",514213,45045
0500000US45047,"Greenwood County, South Carolina",70741,45047
0500000US45051,"Horry County, South Carolina",344147,45051
0500000US45055,"Kershaw County, South Carolina",65592,45055
0500000US45057,"Lancaster County, South Carolina",95380,45057
0500000US45059,"Laurens County, South Carolina",66994,45059
0500000US45063,"Lexington County, South Carolina",295032,45063
0500000US45073,"Oconee County, South Carolina",78374,45073
0500000US45075,"Orangeburg County, South Carolina",86934,45075
0500000US45077,"Pickens County, South Carolina",124937,45077
0500000US45079,"Richland County, South Carolina",414576,45079
0500000US45083,"Spartanburg County, South Carolina",313888,45083
0500000US45085,"Sumter County, South Carolina",106512,45085
0500000US45091,"York County, South Carolina",274118,45091
0500000US46099,"Minnehaha County, South Dakota",192876,46099
0500000US46103,"Pennington County, South Dakota",111729,46103
0500000US47001,"Anderson County, Tennessee",76482,47001
0500000US47009,"Blount County, Tennessee",131349,47009
0500000US47011,"Bradley County, Tennessee",106727,47011
0500000US47037,"Davidson County, Tennessee",692587,47037
0500000US47059,"Greene County, Tennessee",69087,47059
0500000US47065,"Hamilton County, Tennessee",364286,47065
0500000US47093,"Knox County, Tennessee",465289,47093
0500000US47113,"Madison County, Tennessee",97605,47113
0500000US47119,"Maury County, Tennessee",94340,47119
0500000US47125,"Montgomery County, Tennessee",205950,47125
0500000US47141,"Putnam County, Tennessee",78843,47141
0500000US47147,"Robertson County, Tennessee",71012,47147
0500000US47149,"Rutherford County, Tennessee",324890,47149
0500000US47155,"Sevier County, Tennessee",97892,47155
0500000US47157,"Shelby County, Tennessee",935764,47157
0500000US47163,"Sullivan County, Tennessee",157668,47163
0500000US47165,"Sumner County, Tennessee",187149,47165
0500000US47179,"Washington County, Tennessee",128607,47179
0500000US47187,"Williamson County, Tennessee",231729,47187
0500000US47189,"Wilson County, Tennessee",140625,47189
0500000US48005,"Angelina County, Texas",87092,48005
0500000US48021,"Bastrop County, Texas",86976,48021
0500000US48027,"Bell County, Texas",355642,48027
0500000US48029,"Bexar County, Texas",1986049,48029
0500000US48037,"Bowie County, Texas",94324,48037
0500000US48039,"Brazoria County, Texas",370200,48039
0500000US48041,"Brazos County, Texas",226758,48041
0500000US48061,"Cameron County, Texas",423908,48061
0500000US48085,"Collin County, Texas",1005146,48085
0500000US48091,"Comal County, Texas",148373,48091
0500000US48099,"Coryell County, Texas",74808,48099
0500000US48113,"Dallas County, Texas",2637772,48113
0500000US48121,"Denton County, Texas",859064,48121
0500000US48135,"Ector County, Texas",162124,48135
0500000US48139,"Ellis County, Texas",179436,48139
0500000US48141,"El Paso County, Texas",840758,48141
0500000US48157,"Fort Bend County, Texas",787858,48157
0500000US48167,"Galveston County, Texas",337890,48167
0500000US48181,"Grayson County, Texas",133991,48181
0500000US48183,"Gregg County, Texas",123707,48183
0500000US48187,"Guadalupe County, Texas",163694,48187
0500000US48201,"Harris County, Texas",4698619,48201
0500000US48203,"Harrison County, Texas",66726,48203
0500000US48209,"Hays County, Texas",222631,48209
0500000US48213,"Henderson County, Texas",82299,48213
0500000US48215,"Hidalgo County, Texas",865939,48215
0500000US48231,"Hunt County, Texas",96493,48231
0500000US48245,"Jefferson County, Texas",255001,48245
0500000US48251,"Johnson County, Texas",171361,48251
0500000US48257,"Kaufman County, Texas",128622,48257
0500000US48291,"Liberty County, Texas",86323,48291
0500000US48303,"Lubbock County, Texas",307412,48303
0500000US48309,"McLennan County, Texas",254607,48309
0500000US48329,"Midland County, Texas",172578,48329
0500000US48339,"Montgomery County, Texas",590925,48339
0500000US48347,"Nacogdoches County, Texas",65711,48347
0500000US48355,"Nueces County, Texas",362265,48355
0500000US48361,"Orange County, Texas",83572,48361
0500000US48367,"Parker County, Texas",138371,48367
0500000US48375,"Potter County, Texas",119648,48375
0500000US48381,"Randall County, Texas",136271,48381
0500000US48397,"Rockwall County, Texas",100657,48397
0500000US48409,"San Patricio County, Texas",66893,48409
0500000US48423,"Smith County, Texas",230221,48423
0500000US48439,"Tarrant County, Texas",2084931,48439
0500000US48441,"Taylor County, Texas",137640,48441
0500000US48451,"Tom Green County, Texas",118189,48451
0500000US48453,"Travis County, Texas",1248743,48453
0500000US48469,"Victoria County, Texas",92035,48469
0500000US48471,"Walker County, Texas",72480,48471
0500000US48479,"Webb County, Texas",275910,48479
0500000US48485,"Wichita County, Texas",132064,48485
0500000US48491,"Williamson County, Texas",566719,48491
0500000US48497,"Wise County, Texas",68305,48497
0500000US49005,"Cache County, Utah",127068,49005
0500000US49011,"Davis County, Utah",351713,49011
0500000US49035,"Salt Lake County, Utah",1152633,49035
0500000US49045,"Tooele County, Utah",69907,49045
0500000US49049,"Utah County, Utah",622213,49049
0500000US49053,"Washington County, Utah",171700,49053
0500000US49057,"Weber County, Utah",256359,49057
0500000US50007,"Chittenden County, Vermont",164572,50007
0500000US51003,"Albemarle County, Virginia",108718,51003
0500000US51013,"Arlington County, Virginia",237521,51013
0500000US51015,"Augusta County, Virginia",75457,51015
0500000US51019,"Bedford County, Virginia",78747,51019
0500000US51041,"Chesterfield County, Virginia",348556,51041
0500000US51059,"Fairfax County, Virginia",1150795,51059
0500000US51061,"Fauquier County, Virginia",70675,51061
0500000US51069,"Frederick County, Virginia",88355,51069
0500000US51085,"Hanover County, Virginia",107239,51085
0500000US51087,"Henrico County, Virginia",329261,51087
0500000US51095,"James City County, Virginia",76397,51095
0500000US51107,"Loudoun County, Virginia",406850,51107
0500000US51121,"Montgomery County, Virginia",98985,51121
0500000US51153,"Prince William County, Virginia",468011,51153
0500000US51161,"Roanoke County, Virginia",94073,51161
0500000US51165,"Rockingham County, Virginia",81244,51165
0500000US51177,"Spotsylvania County, Virginia",134238,51177
0500000US51179,"Stafford County, Virginia",149960,51179
0500000US51199,"York County, Virginia",67846,51199
0500000US51510,"Alexandria city, Virginia",160530,51510
0500000US51550,"Chesapeake city, Virginia",242634,51550
0500000US51650,"Hampton city, Virginia",134313,51650
0500000US51680,"Lynchburg city, Virginia",82126,51680
0500000US51700,"Newport News city, Virginia",178626,51700
0500000US51710,"Norfolk city, Virginia",244076,51710
0500000US51740,"Portsmouth city, Virginia",94632,51740
0500000US51760,"Richmond city, Virginia",228783,51760
0500000US51770,"Roanoke city, Virginia",99920,51770
0500000US51800,"Suffolk city, Virginia",91185,51800
0500000US51810,"Virginia Beach city, Virginia",450189,51810
0500000US53005,"Benton County, Washington",201877,53005
0500000US53007,"Chelan County, Washington",77036,53007
0500000US53009,"Clallam County, Washington",76737,53009
0500000US53011,"Clark County, Washington",481857,53011
0500000US53015,"Cowlitz County, Washington",108987,53015
0500000US53021,"Franklin County, Washington",94347,53021
0500000US53025,"Grant County, Washington",97331,53025
0500000US53027,"Grays Harbor County, Washington",73901,53027
0500000US53029,"Island County, Washington",84460,53029
0500000US53033,"King County, Washington",2233163,53033
0500000US53035,"Kitsap County, Washington",269805,53035
0500000US53041,"Lewis County, Washington",79604,53041
0500000US53045,"Mason County, Washington",65507,53045
0500000US53053,"Pierce County, Washington",891299,53053
0500000US53057,"Skagit County, Washington",128206,53057
0500000US53061,"Snohomish County, Washington",814901,53061
0500000US53063,"Spokane County, Washington",514631,53063
0500000US53067,"Thurston County, Washington",286419,53067
0500000US53073,"Whatcom County, Washington",225685,53073
0500000US53077,"Yakima County, Washington",251446,53077
0500000US54003,"Berkeley County, West Virginia",117123,54003
0500000US54011,"Cabell County, West Virginia",93224,54011
0500000US54033,"Harrison County, West Virginia",67554,54033
0500000US54039,"Kanawha County, West Virginia",180454,54039
0500000US54061,"Monongalia County, West Virginia",106420,54061
0500000US54081,"Raleigh County, West Virginia",74254,54081
0500000US54107,"Wood County, West Virginia",84203,54107
0500000US55009,"Brown County, Wisconsin",263378,55009
0500000US55025,"Dane County, Wisconsin",542364,55025
0500000US55027,"Dodge County, Wisconsin",87847,55027
0500000US55035,"Eau Claire County, Wisconsin",104534,55035
0500000US55039,"Fond du Lac County, Wisconsin",103066,55039
0500000US55055,"Jefferson County, Wisconsin",85129,55055
0500000US55059,"Kenosha County, Wisconsin",169290,55059
0500000US55063,"La Crosse County, Wisconsin",118230,55063
0500000US55071,"Manitowoc County, Wisconsin",79074,55071
0500000US55073,"Marathon County, Wisconsin",135428,55073
0500000US55079,"Milwaukee County, Wisconsin",948201,55079
0500000US55087,"Outagamie County, Wisconsin",187365,55087
0500000US55089,"Ozaukee County, Wisconsin",89147,55089
0500000US55097,"Portage County, Wisconsin",70942,55097
0500000US55101,"Racine County, Wisconsin",196584,55101
0500000US55105,"Rock County, Wisconsin",163129,55105
0500000US55109,"St. Croix County, Wisconsin",89694,55109
0500000US55117,"Sheboygan County, Wisconsin",115456,55117
0500000US55127,"Walworth County, Wisconsin",103718,55127
0500000US55131,"Washington County, Wisconsin",135693,55131
0500000US55133,"Waukesha County, Wisconsin",403072,55133
0500000US55139,"Winnebago County, Wisconsin",171020,55139
0500000US55141,"Wood County, Wisconsin",73055,55141
0500000US56021,"Laramie County, Wyoming",98976,56021
0500000US56025,"Natrona County, Wyoming",79115,56025
0500000US72013,"Arecibo Municipio, Puerto Rico",82114,72013
0500000US72021,"Bayamón Municipio, Puerto Rico",170480,72021
0500000US72025,"Caguas Municipio, Puerto Rico",124434,72025
0500000US72031,"Carolina Municipio, Puerto Rico",147661,72031
0500000US72061,"Guaynabo Municipio, Puerto Rico",83787,72061
0500000US72097,"Mayagüez Municipio, Puerto Rico",71986,72097
0500000US72113,"Ponce Municipio, Puerto Rico",133191,72113
0500000US72127,"San Juan Municipio, Puerto Rico",320967,72127
0500000US72135,"Toa Alta Municipio, Puerto Rico",71094,72135
0500000US72137,"Toa Baja Municipio, Puerto Rico",74623,72137
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",63746,72139
